songname,artistname,year,decade,position,win,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence
The Gambler,Kenny Rogers,1979,70,40,1,0.342,0.671,0.501,0,0.194,-13.119,0.0594,87.04,0.86
Lotta Love,Nicolette Larson,1979,70,41,0,0.159,0.646,0.406,0.00114,0.27,-15.616,0.0264,113.708,0.895
Lady,Little River Band,1979,70,42,0,0.495,0.457,0.328,0.0000113,0.0615,-11.928,0.0345,121.187,0.329
Heaven Must Have Sent You,Bonnie Pointer,1979,70,43,0,0.134,0.828,0.605,0.000147,0.0388,-12.285,0.0393,128.613,0.921
Hold the Line,Toto,1979,70,44,0,0.00783,0.473,0.898,0.0618,0.173,-4.797,0.0561,96.556,0.808
He's the Greatest Dancer,Sister Sledge,1979,70,45,0,0.00115,0.7,0.816,0.00123,0.0901,-9.711,0.044,113.244,0.838
Sharing the Night Together,Dr. Hook,1979,70,46,0,0.644,0.619,0.686,0,0.0996,-9.014,0.0615,76.923,0.757
She Believes in Me,Kenny Rogers,1979,70,47,0,0.484,0.32,0.413,0.00000497,0.346,-12.472,0.0314,142.765,0.313
In the Navy,Village People,1979,70,48,0,0.125,0.759,0.889,0,0.041,-10.592,0.0502,126.201,0.886
Music Box Dancer,Frank Mills,1979,70,49,0,0.572,0.467,0.471,0.824,0.122,-13.761,0.039,132.164,0.794
The Devil Went Down to Georgia,The Charlie Daniels Band,1979,70,50,0,0.155,0.523,0.626,0,0.0869,-9.425,0.0523,134.127,0.917
Gold,John Stewart,1979,70,51,0,0.464,0.692,0.598,0.00000119,0.0926,-7.893,0.0373,124.043,0.519
Goodnight Tonight,Wings,1979,70,52,0,0.0566,0.748,0.683,0.000639,0.0809,-9.885,0.0466,123.384,0.943
We Are Family,Sister Sledge,1979,70,53,0,0.3,0.784,0.893,0.0000157,0.272,-5.153,0.0923,118.738,0.819
Rock 'n' Roll Fantasy,Bad Company,1979,70,54,0,0.0261,0.605,0.716,0.00000582,0.13,-5.471,0.0285,112.302,0.868
Every 1's a Winner,Hot Chocolate,1979,70,55,0,0.0621,0.727,0.548,0.516,0.133,-7.393,0.0291,107.826,0.929
Take Me Home,Cher,1979,70,56,0,0.00562,0.706,0.524,0.0000213,0.0297,-12.357,0.0681,121.979,0.894
Boogie Wonderland,"Earth, Wind & Fire",1979,70,57,0,0.0843,0.802,0.756,0.00765,0.0521,-10.791,0.0349,131.715,0.963
(Our Love) Don't Throw It All Away,Andy Gibb,1979,70,58,0,0.357,0.349,0.337,0.0000605,0.643,-13.193,0.0528,143.143,0.208
What You Won't Do for Love,Bobby Caldwell,1979,70,59,0,0.462,0.642,0.396,0.000823,0.106,-16.843,0.0642,84.082,0.797
New York Groove,Ace Frehley,1979,70,60,0,0.61,0.826,0.608,0.000164,0.116,-8.442,0.162,95.085,0.846
Sultans of Swing,Dire Straits,1979,70,61,0,0.0632,0.73,0.868,0.0661,0.318,-7.325,0.0288,148.217,0.923
I Want Your Love,Chic,1979,70,62,0,0.0185,0.699,0.604,0.073,0.0868,-13.404,0.0359,114.226,0.96
Chuck E.'s In Love,Rickie Lee Jones,1979,70,63,0,0.284,0.792,0.267,0,0.144,-16.974,0.103,113.402,0.718
I Love the Nightlife,Alicia Bridges,1979,70,64,0,0.309,0.693,0.708,0.00305,0.0857,-7.816,0.031,125.315,0.949
Ain't No Stoppin' Us Now,McFadden & Whitehead,1979,70,65,0,0.0611,0.678,0.688,0,0.0671,-7.83,0.0544,114.098,0.887
Lonesome Loser,Little River Band,1979,70,66,0,0.0928,0.466,0.548,0,0.293,-8.321,0.0252,109.964,0.439
Renegade,Styx,1979,70,67,0,0.0151,0.492,0.552,0.0000374,0.0723,-12.321,0.0341,105.623,0.655
Love Is the Answer,England Dan & John Ford Coley,1979,70,68,0,0.137,0.393,0.495,0.000269,0.134,-14.033,0.0428,202.297,0.624
Got to Be Real,Cheryl Lynn,1979,70,69,0,0.0943,0.836,0.626,0.742,0.153,-10.143,0.0335,114.657,0.898
Born to Be Alive,Patrick Hernandez,1979,70,70,0,0.0834,0.704,0.867,0,0.206,-5.808,0.0315,131.468,0.808
Shine a Little Love,Electric Light Orchestra,1979,70,71,0,0.217,0.687,0.695,0.00806,0.0569,-8.95,0.032,133.134,0.884
I Just Fall in Love Again,Anne Murray,1979,70,72,0,0.0461,0.444,0.351,0.00000194,0.119,-9.01,0.0287,132.527,0.0853
Shake It,Ian Matthews,1979,70,73,0,0.128,0.788,0.303,0.00646,0.0922,-19.258,0.0322,130.785,0.839
I Was Made for Lovin' You,Kiss,1979,70,74,0,0.214,0.768,0.852,0.0000736,0.0723,-6.215,0.038,128.373,0.867
I Just Wanna Stop,Gino Vannelli,1979,70,75,0,0.184,0.581,0.548,0.00165,0.163,-13.448,0.0325,139.149,0.672
Disco Nights (Rock-Freak),GQ,1979,70,76,0,0.0116,0.798,0.528,0.00379,0.0446,-12.228,0.0531,122.61,0.898
Ooh Baby Baby,Linda Ronstadt,1979,70,77,0,0.771,0.472,0.264,0.0000986,0.0962,-9.492,0.0324,166.43,0.336
September,"Earth, Wind & Fire",1979,70,78,0,0.168,0.697,0.832,0.00131,0.269,-7.264,0.0298,125.926,0.979
Time Passages,Al Stewart,1979,70,79,0,0.357,0.694,0.649,0.00258,0.0868,-7.176,0.0281,111.98,0.603
Rise,Herb Alpert,1979,70,80,0,0.134,0.814,0.453,0.834,0.0879,-10.802,0.0412,99.265,0.903
Don't Bring Me Down,Electric Light Orchestra,1979,70,81,0,0.144,0.638,0.867,0.000733,0.0846,-6.469,0.0331,115.692,0.805
Promises,Eric Clapton,1979,70,82,0,0.701,0.546,0.361,0.773,0.0875,-18.397,0.0321,154.814,0.709
Get Used to It,Roger Voudouris,1979,70,83,0,0.0986,0.661,0.842,0.000124,0.0534,-6.893,0.047,85.427,0.899
How Much I Feel,Ambrosia,1979,70,84,0,0.305,0.667,0.513,0,0.0851,-7.96,0.026,95.306,0.518
Suspicions,Eddie Rabbitt,1979,70,85,0,0.179,0.616,0.384,0.0000066,0.0735,-12.095,0.0527,143.334,0.686
You Take My Breath Away,Rex Smith,1979,70,86,0,0.476,0.313,0.6,0.0000256,0.523,-7.913,0.0357,141.912,0.272
How You Gonna See Me Now,Alice Cooper,1979,70,87,0,0.458,0.544,0.336,0.00000348,0.133,-14.413,0.038,136.516,0.298
Double Vision,Foreigner,1979,70,88,0,0.179,0.682,0.711,0.0000953,0.126,-7.637,0.0325,129.546,0.766
Everytime I Think of You,The Babys,1979,70,89,0,0.324,0.396,0.732,0.0000112,0.203,-5.768,0.0405,121.233,0.492
I Got My Mind Made Up (You Can Get It Girl),Instant Funk,1979,70,90,0,0.000702,0.726,0.802,0.0275,0.059,-10.006,0.0609,110.271,0.803
Don't Stop 'til You Get Enough,Michael Jackson,1979,70,91,0,0.0858,0.719,0.717,0.0000932,0.183,-5.151,0.145,118.881,0.947
"Bad Case of Loving You (Doctor, Doctor)",Robert Palmer,1979,70,92,0,0.00701,0.677,0.748,0.0000399,0.093,-12.328,0.038,146.03,0.746
Somewhere in the Night,Barry Manilow,1979,70,93,0,0.31,0.319,0.407,0.0011,0.346,-9.566,0.0261,80.883,0.347
We've Got Tonight,Bob Seger & The Silver Bullet Band,1979,70,94,0,0.271,0.52,0.451,0.000285,0.196,-6.418,0.0269,130.189,0.333
Dance the Night Away,Van Halen,1979,70,95,0,0.0373,0.548,0.843,0.00000126,0.0536,-7.32,0.0597,129.661,0.719
Dancin' Shoes,Nigel Olsson,1979,70,96,0,0.0178,0.329,0.383,0.0000241,0.0446,-13.55,0.0341,202.001,0.521
The Boss,Diana Ross,1979,70,97,0,0.235,0.639,0.905,0.0000493,0.206,-4.215,0.0543,123.66,0.825
Sail On,Commodores,1979,70,98,0,0.413,0.481,0.317,0.000011,0.0786,-17.356,0.0455,142.417,0.435
I Do Love You,GQ,1979,70,99,0,0.0343,0.465,0.48,0.00000293,0.0427,-13.653,0.202,184.611,0.365
Strange Way,Firefall,1979,70,100,0,0.312,0.621,0.387,0.000025,0.139,-10.934,0.0312,103.082,0.37
You Don't Bring Me Flowers,Barbra Streisand,1979,70,101,1,0.878,0.16,0.123,0.0000224,0.157,-18.111,0.04,67.006,0.239
Call Me,Blondie,1980,80,1,0,0.000646,0.554,0.833,0.0025,0.0737,-6.667,0.0347,142.673,0.773
"Another Brick in the Wall, Part II",Pink Floyd,1980,80,2,0,0.0361,0.675,0.66,0.0117,0.937,-9.332,0.0321,104.948,0.63
Magic,Olivia Newton-John,1980,80,3,0,0.0178,0.697,0.611,0.0000892,0.11,-5.997,0.0265,103.77,0.603
Rock with You,Michael Jackson,1980,80,4,0,0.179,0.808,0.535,0.0000991,0.158,-12.521,0.0353,114.031,0.848
Do That to Me One More Time,Captain & Tennille,1980,80,5,0,0.563,0.728,0.524,0.000131,0.0913,-8.227,0.0255,90.262,0.51
Crazy Little Thing Called Love,Queen,1980,80,6,0,0.714,0.599,0.762,0.00000443,0.35,-6.887,0.0423,76.961,0.715
Coming Up,Paul McCartney,1980,80,7,0,0.457,0.817,0.767,0.0723,0.0606,-7.194,0.0468,128.93,0.878
Funkytown,Lipps Inc,1980,80,8,0,0.00239,0.894,0.423,0.446,0.0796,-13.968,0.0821,122.144,0.462
It's Still Rock and Roll to Me,Billy Joel,1980,80,9,0,0.0994,0.752,0.684,0,0.0897,-7.599,0.15,141.075,0.539
The Rose,Bette Midler,1980,80,10,1,0.901,0.347,0.228,0,0.38,-9.667,0.0296,133.574,0.184
Escape (The Piña Colada Song),Rupert Holmes,1980,80,11,0,0.467,0.836,0.509,0.0000041,0.0436,-13.668,0.0548,138.714,0.949
Cars,Gary Numan,1980,80,12,0,0.0114,0.545,0.578,0.0000657,0.0692,-8.745,0.0406,128.038,0.819
Cruisin,Smokey Robinson,1980,80,13,0,0.416,0.498,0.63,0,0.238,-5.808,0.0276,169.115,0.822
"Working My Way Back to You/Forgive Me, Girl",The Spinners,1980,80,14,0,0.415,0.837,0.703,0.0000273,0.153,-9.385,0.0415,121.556,0.914
Lost in Love,Air Supply,1980,80,15,0,0.425,0.583,0.316,0.0000567,0.11,-19.292,0.0315,114.362,0.436
Little Jeannie,Elton John,1980,80,16,0,0.461,0.616,0.444,0.000115,0.0847,-14.224,0.0276,143.805,0.763
Ride Like the Wind,Christopher Cross,1980,80,17,0,0.347,0.669,0.707,0.000716,0.0997,-13.66,0.0478,124.335,0.806
Upside Down,Diana Ross,1980,80,18,0,0.179,0.873,0.855,0.0285,0.0377,-8.559,0.0615,107.868,0.884
Please Don't Go,KC and the Sunshine Band,1980,80,19,0,0.00888,0.482,0.615,0.00000178,0.0431,-11.093,0.0398,96.307,0.437
Babe,Styx,1980,80,20,0,0.527,0.267,0.204,0,0.0924,-13.714,0.0317,169.486,0.0903
With You I'm Born Again,Billy Preston and Syreeta,1980,80,21,0,0.664,0.235,0.26,0.0000123,0.129,-13.747,0.0369,80.309,0.325
Shining Star,The Manhattans,1980,80,22,0,0.0633,0.612,0.329,0,0.0658,-13.038,0.0365,74.046,0.572
Still,Commodores,1980,80,23,0,0.938,0.293,0.0557,0.00109,0.108,-21.031,0.0341,88.274,0.237
"Yes, I'm Ready",Teri DeSario & KC,1980,80,24,0,0.104,0.54,0.661,0.85,0.54,-7.82,0.0274,106.573,0.345
Sexy Eyes,Dr. Hook,1980,80,25,0,0.373,0.734,0.735,0,0.227,-10.13,0.0524,103.862,0.883
Steal Away,Robbie Dupree,1980,80,26,0,0.142,0.72,0.569,0.000188,0.0629,-11.466,0.0418,122.403,0.713
Biggest Part of Me,Ambrosia,1980,80,27,0,0.238,0.498,0.723,0,0.353,-8.053,0.05,153.227,0.882
This Is It,Kenny Loggins,1980,80,28,0,0.254,0.641,0.497,0.00000215,0.158,-12.228,0.029,102.274,0.743
Cupid/I've Loved You for a Long Time,The Spinners,1980,80,29,0,0.392,0.759,0.803,0,0.144,-6.036,0.0386,122.824,0.877
Let's Get Serious,Jermaine Jackson,1980,80,30,0,0.0958,0.725,0.925,0.00000296,0.245,-4.905,0.0526,109.602,0.935
Don't Fall in Love with a Dreamer,Kenny Rogers & Kim Carnes,1980,80,31,0,0.16,0.55,0.355,0,0.132,-10.081,0.0257,79.923,0.274
Sailing,Christopher Cross,1980,80,32,2,0.364,0.469,0.382,0.00025,0.36,-13.203,0.0374,149.994,0.178
Longer,Dan Fogelberg,1980,80,33,0,0.865,0.308,0.0427,0,0.179,-24.709,0.0336,158.399,0.383
Coward of the County,Kenny Rogers,1980,80,34,0,0.134,0.652,0.433,0.00000737,0.146,-12.843,0.0588,91.471,0.675
Ladies' Night,Kool & the Gang,1980,80,35,0,0.186,0.651,0.777,0,0.0932,-7.853,0.167,111.676,0.86
Too Hot,Kool & the Gang,1980,80,36,0,0.56,0.717,0.253,0.0000285,0.0556,-22.231,0.161,105.289,0.737
Take Your Time (Do It Right),The S.O.S. Band,1980,80,37,0,0.0128,0.863,0.538,0.0188,0.0877,-13.924,0.0545,118.931,0.877
No More Tears (Enough Is Enough),Barbra Streisand & Donna Summer,1980,80,38,0,0.0189,0.479,0.666,0.82,0.159,-13.622,0.0326,131.175,0.514
More Love,Kim Carnes,1980,80,39,0,0.368,0.523,0.529,0.00000149,0.0733,-10.338,0.055,205.314,0.682
Pop Muzik,M,1980,80,40,0,0.124,0.94,0.727,0.00021,0.0808,-9.982,0.0358,110.796,0.969
Brass in Pocket,The Pretenders,1980,80,41,0,0.368,0.751,0.703,0.00123,0.196,-5.687,0.0287,97.931,0.907
Special Lady,"Ray, Goodman & Brown",1980,80,42,0,0.463,0.551,0.447,0.00000373,0.189,-12.293,0.0401,84.175,0.558
Send One Your Love,Stevie Wonder,1980,80,43,0,0.715,0.624,0.358,0.0000125,0.0862,-17.456,0.0814,72.841,0.418
The Second Time Around,Shalamar,1980,80,44,0,0.0123,0.801,0.388,0.0000716,0.0924,-12.135,0.0505,112.367,0.577
We Don't Talk Anymore,Cliff Richard,1980,80,45,0,0.0014,0.746,0.703,0.00414,0.066,-7.853,0.0291,111.569,0.733
Stomp!,The Brothers Johnson,1980,80,46,0,0.154,0.859,0.782,0.0297,0.0693,-8.344,0.0369,119.518,0.931
Heartache Tonight,Eagles,1980,80,47,0,0.0778,0.81,0.511,0.000226,0.0714,-6.454,0.0409,113.153,0.858
Tired of Toein' the Line,Rocky Burnette,1980,80,48,0,0.677,0.67,0.773,0.00192,0.309,-10.953,0.0377,120.465,0.827
Better Love Next Time,Dr. Hook,1980,80,49,0,0.369,0.758,0.729,0,0.043,-8.631,0.0542,102.736,0.902
Him,Rupert Holmes,1980,80,50,0,0.339,0.718,0.436,0,0.0504,-13.524,0.032,109.437,0.962
Against the Wind,Bob Seger and the Silver Bullet Band,1980,80,51,0,0.28,0.674,0.771,0.0318,0.133,-5.612,0.0246,109.618,0.718
On the Radio,Donna Summer,1980,80,52,0,0.113,0.734,0.45,0.0000113,0.296,-13.92,0.035,127.46,0.595
Emotional Rescue,The Rolling Stones,1980,80,53,0,0.111,0.678,0.621,0.0973,0.0394,-5.478,0.0623,113.389,0.776
Rise,Herb Alpert,1980,80,54,0,0.134,0.814,0.453,0.834,0.0879,-10.802,0.0412,99.265,0.903
All Out of Love,Air Supply,1980,80,55,0,0.313,0.513,0.262,0.00000551,0.456,-16.875,0.0276,108.383,0.357
Cool Change,Little River Band,1980,80,56,0,0.319,0.388,0.368,0.00000202,0.0992,-10.984,0.0289,128.527,0.175
You're Only Lonely,J.D. Souther,1980,80,57,0,0.263,0.591,0.514,0.0000078,0.0797,-10.183,0.0256,108.975,0.658
Desire,Andy Gibb,1980,80,58,0,0.0902,0.83,0.596,0.000245,0.345,-6.996,0.0415,123.28,0.915
Let My Love Open the Door,Pete Townshend,1980,80,59,0,0.365,0.651,0.653,0.000117,0.0742,-9.731,0.0545,164.912,0.729
Romeo's Tune,Steve Forbert,1980,80,60,0,0.404,0.571,0.721,0.00961,0.299,-5.645,0.0307,95.027,0.733
Daydream Believer,Anne Murray,1980,80,61,0,0.0171,0.593,0.538,0.000028,0.101,-8.292,0.0256,126.509,0.579
I Can't Tell You Why,Eagles,1980,80,62,0,0.69,0.707,0.346,0.145,0.1,-12.397,0.0251,85.094,0.49
Don't Let Go,Isaac Hayes,1980,80,63,0,0.0000254,0.864,0.691,0.778,0.0415,-9.118,0.0626,136.701,0.962
Don't Do Me Like That,Tom Petty and the Heartbreakers,1980,80,64,0,0.211,0.758,0.805,0.0000153,0.0982,-4.243,0.0279,116.543,0.961
She's Out of My Life,Michael Jackson,1980,80,65,0,0.962,0.293,0.0348,0.000212,0.105,-23.92,0.0414,130.959,0.101
Fame,Irene Cara,1980,80,66,0,0.132,0.7,0.73,0,0.133,-8.763,0.0311,130.519,0.961
Fire Lake,Bob Seger and the Silver Bullet Band,1980,80,67,0,0.23,0.613,0.695,0.00191,0.187,-5.783,0.0253,122.47,0.45
How Do I Make You,Linda Ronstadt,1980,80,68,0,0.000427,0.42,0.822,0.0000383,0.166,-8.269,0.0542,165.936,0.843
Into the Night,Benny Mardones,1980,80,69,0,0.463,0.435,0.69,0,0.104,-6.635,0.0388,163.486,0.51
Let Me Love You Tonight,Pure Prairie League,1980,80,70,0,0.404,0.461,0.454,0,0.0657,-12.352,0.0488,104.556,0.703
Misunderstanding,Genesis,1980,80,71,0,0.234,0.645,0.828,0,0.2,-8.493,0.0373,121.217,0.774
An American Dream,The Dirt Band,1980,80,72,0,0.253,0.776,0.635,0,0.0817,-6.321,0.0282,111.192,0.825
One Fine Day,Carole King,1980,80,73,0,0.0133,0.397,0.809,0.00176,0.277,-6.557,0.0348,180.804,0.735
Dim All the Lights,Donna Summer,1980,80,74,0,0.0332,0.79,0.624,0.00115,0.187,-13.953,0.0322,120.559,0.82
You May Be Right,Billy Joel,1980,80,75,0,0.175,0.565,0.97,0.0000026,0.35,-5.021,0.0458,150.792,0.961
Should've Never Let You Go,Neil Sedaka,1980,80,76,0,0.799,0.295,0.274,0.00000874,0.0831,-10.942,0.032,144.766,0.268
Pilot of the Airwaves,Charlie Dore,1980,80,77,0,0.671,0.62,0.426,0.000706,0.102,-13.791,0.0352,119.65,0.614
Hurt So Bad,Linda Ronstadt,1980,80,78,0,0.371,0.63,0.432,0.0000711,0.11,-9.454,0.0275,99.889,0.604
Off the Wall,Michael Jackson,1980,80,79,0,0.182,0.827,0.595,0,0.0785,-13.909,0.0565,118.741,0.921
I Pledge My Love,Peaches & Herb,1980,80,80,0,0.654,0.524,0.33,0,0.0635,-14.264,0.0297,179.598,0.553
The Long Run,Eagles,1980,80,81,0,0.139,0.803,0.521,0.00899,0.081,-7.775,0.0276,99.46,0.969
Stand by Me,Mickey Gilley,1980,80,82,0,0.699,0.666,0.42,0.0511,0.142,-12.28,0.0255,90.794,0.34
Heartbreaker,Pat Benatar,1980,80,83,0,0.285,0.466,0.588,0.00000994,0.0535,-10.666,0.0812,156.131,0.882
Déjà Vu,Dionne Warwick,1980,80,84,0,0.308,0.593,0.564,0.000128,0.0676,-12.585,0.0435,145.623,0.587
Drivin' My Life Away,Eddie Rabbitt,1980,80,85,0,0.0966,0.66,0.639,0.00104,0.0442,-12.749,0.0369,84.124,0.843
Take the Long Way Home,Supertramp,1980,80,86,0,0.22,0.414,0.7,0.000721,0.114,-8.838,0.0301,76.79,0.37
Sara,Fleetwood Mac,1980,80,87,0,0.384,0.741,0.388,0.0235,0.0933,-16.693,0.031,126.819,0.589
Wait for Me,Hall & Oates,1980,80,88,0,0.161,0.59,0.731,0.00000307,0.0744,-7.12,0.0303,175.268,0.918
Jojo,Boz Scaggs,1980,80,89,0,0.293,0.681,0.564,0.00273,0.104,-8.176,0.0341,94.542,0.887
September Morn,Neil Diamond,1980,80,90,0,0.628,0.419,0.23,0.00000585,0.222,-17.102,0.0359,128.892,0.199
Give Me the Night,George Benson,1980,80,91,0,0.314,0.85,0.466,0.0234,0.129,-15.673,0.0555,109.936,0.86
Broken Hearted Me,Anne Murray,1980,80,92,0,0.164,0.427,0.382,0.00000122,0.103,-11.774,0.0287,133.562,0.0726
You Decorated My Life,Kenny Rogers,1980,80,93,0,0.662,0.264,0.307,0,0.101,-12.36,0.0341,172.546,0.153
Tusk,Fleetwood Mac,1980,80,94,0,0.224,0.628,0.779,0.776,0.151,-11.841,0.0831,180.837,0.936
I Wanna Be Your Lover,Prince,1980,80,95,0,0.0399,0.812,0.506,0.0847,0.0671,-8.825,0.0453,114.832,0.727
In America,Charlie Daniels Band,1980,80,96,0,0.0888,0.64,0.855,0.000131,0.0824,-9.97,0.0613,117.72,0.863
Breakdown Dead Ahead,Boz Scaggs,1980,80,97,0,0.147,0.597,0.753,0.00103,0.327,-9.845,0.041,146.321,0.438
Ships,Barry Manilow,1980,80,98,0,0.719,0.288,0.356,0,0.128,-8.264,0.031,125.808,0.107
All Night Long,Joe Walsh,1980,80,99,0,0.59,0.316,0.401,0,0.962,-9.335,0.0435,110.619,0.349
Refugee,Tom Petty and the Heartbreakers,1980,80,100,0,0.0273,0.579,0.705,0,0.0704,-4.911,0.0339,116.173,0.761
"Theme from New York, New York",Frank Sinatra,1980,80,101,1,0.282,0.408,0.414,0,0.153,-11.083,0.0297,107.469,0.576
Lady,Kenny Rogers,1980,80,101,1,0.861,0.362,0.183,0.000234,0.0932,-16,0.0347,136.646,0.2
Woman in Love,Barbra Streisand,1980,80,101,1,0.248,0.469,0.278,0.000126,0.133,-16.311,0.028,169.735,0.331
Bette Davis Eyes,Kim Carnes,1981,80,1,2,0.0204,0.675,0.649,0,0.0959,-10.271,0.0319,116.624,0.596
Endless Love,Diana Ross & Lionel Richie,1981,80,2,1,0.936,0.454,0.157,0.909,0.0852,-19.551,0.039,96.313,0.231
Lady,Kenny Rogers,1981,80,3,0,0.861,0.362,0.183,0.000234,0.0932,-16,0.0347,136.646,0.2
(Just Like) Starting Over,John Lennon,1981,80,4,1,0.301,0.701,0.79,0.0000606,0.179,-6.16,0.0725,99.104,0.421
Jessie's Girl,Rick Springfield,1981,80,5,0,0.165,0.727,0.834,0,0.105,-5.851,0.0496,131.7,0.816
Celebration,Kool & the Gang,1981,80,6,0,0.145,0.885,0.664,0.0483,0.0767,-11.795,0.0524,121.632,0.906
Kiss on My List,Hall & Oates,1981,80,7,0,0.434,0.815,0.741,0.115,0.0689,-9.478,0.031,121.221,0.965
I Love a Rainy Night,Eddie Rabbitt,1981,80,8,0,0.122,0.685,0.718,0,0.0556,-7.724,0.0521,131.463,0.958
9 To 5,Dolly Parton,1981,80,9,0,0.416,0.554,0.783,0.00000154,0.631,-5.852,0.0457,105.39,0.813
Keep on Loving You,REO Speedwagon,1981,80,10,0,0.0519,0.306,0.722,0,0.117,-5.963,0.034,174.732,0.41
Theme from The Greatest American Hero (Believe It or Not),Joey Scarbury,1981,80,11,0,0.249,0.521,0.743,0,0.096,-5.903,0.0338,117.129,0.451
Morning Train (Nine to Five),Sheena Easton,1981,80,12,0,0.63,0.76,0.556,0,0.148,-8.872,0.0817,121.818,0.817
Being with You,Smokey Robinson,1981,80,13,0,0.764,0.649,0.434,0.00000244,0.0822,-9.529,0.0267,108.754,0.572
Queen of Hearts,Juice Newton,1981,80,14,0,0.211,0.658,0.862,0.0000544,0.2,-9.963,0.0535,169.532,0.969
Rapture,Blondie,1981,80,15,0,0.113,0.724,0.704,0.00425,0.466,-8.258,0.0511,107.486,0.96
A Woman Needs Love (Just Like You Do),Raydio,1981,80,16,0,0.479,0.744,0.376,0.0000386,0.254,-14.937,0.0395,91.113,0.696
The Tide Is High,Blondie,1981,80,17,0,0.181,0.777,0.8,0.00204,0.201,-5.803,0.0276,96.179,0.969
Just the Two of Us,Grover Washington,1981,80,18,0,0.41,0.406,0.497,0.0499,0.0504,-12.609,0.105,95.818,0.585
Slow Hand,The Pointer Sisters,1981,80,19,0,0.403,0.826,0.558,0.0000194,0.0631,-7.766,0.0322,110.77,0.359
I Love You,Climax Blues Band,1981,80,20,0,0.608,0.559,0.446,0.000131,0.0902,-8.805,0.0349,131.792,0.239
Woman,John Lennon,1981,80,21,0,0.378,0.588,0.656,0.00227,0.042,-6.373,0.0224,79.701,0.746
Sukiyaki,A Taste of Honey,1981,80,22,0,0.85,0.552,0.387,0.0000165,0.113,-10.147,0.031,135.874,0.227
The Winner Takes It All,ABBA,1981,80,23,0,0.574,0.454,0.788,0.000766,0.0859,-6.748,0.0371,125.613,0.52
Stars on 45 Medley,Stars on 45,1981,80,24,0,0.155,0.766,0.818,0.00000818,0.166,-6.174,0.051,122.552,0.908
Angel of the Morning,Juice Newton,1981,80,25,0,0.433,0.452,0.313,0.000026,0.0772,-9.309,0.026,75.806,0.344
Love on the Rocks,Neil Diamond,1981,80,26,0,0.889,0.361,0.193,0.000044,0.0879,-17.126,0.0387,64.572,0.164
Every Woman in the World,Air Supply,1981,80,27,0,0.307,0.393,0.312,0,0.134,-16.918,0.0366,156.361,0.362
The One That You Love,Air Supply,1981,80,28,0,0.728,0.396,0.479,0.00000951,0.102,-8.072,0.0268,109.973,0.184
Guilty,Barbra Streisand & Barry Gibb,1981,80,29,0,0.364,0.556,0.509,0.891,0.165,-11.748,0.029,151.213,0.896
The Best of Times,Styx,1981,80,30,0,0.13,0.341,0.324,0.00000111,0.134,-11.864,0.025,78.662,0.321
Elvira,The Oak Ridge Boys,1981,80,31,0,0.188,0.825,0.285,0.00131,0.0539,-17.491,0.0326,126.946,0.86
Take It on the Run,REO Speedwagon,1981,80,32,0,0.0958,0.371,0.758,0,0.116,-5.679,0.036,77.81,0.452
(There's) No Gettin' Over Me,Ronnie Milsap,1981,80,33,0,0.627,0.595,0.447,0.000586,0.3,-10.342,0.0323,200.528,0.787
Living Inside Myself,Gino Vannelli,1981,80,34,0,0.462,0.409,0.428,0.0000822,0.0687,-13.195,0.0412,119.941,0.04
Woman in Love,Barbra Streisand,1981,80,35,0,0.248,0.469,0.278,0.000126,0.133,-16.311,0.028,169.735,0.331
The Boy from New York City,The Manhattan Transfer,1981,80,36,0,0.457,0.71,0.633,0.0000149,0.0967,-9.376,0.0531,151.522,0.702
Urgent,Foreigner,1981,80,37,0,0.342,0.855,0.803,0.00732,0.0841,-5.849,0.0316,114.867,0.962
Passion,Rod Stewart,1981,80,38,0,0.0212,0.692,0.525,0.0019,0.0944,-12.691,0.0373,103.679,0.0879
Lady (You Bring Me Up),Commodores,1981,80,39,0,0.2,0.892,0.593,0.000339,0.0996,-9.429,0.0405,120.979,0.867
Crying,Don McLean,1981,80,40,0,0.466,0.302,0.344,0.00000153,0.184,-11.894,0.0277,140.763,0.242
Hearts,Marty Balin,1981,80,41,0,0.529,0.719,0.551,0.00000905,0.139,-9.124,0.0324,123.444,0.829
It's My Turn,Diana Ross,1981,80,42,0,0.401,0.355,0.445,0,0.244,-10.221,0.028,76.093,0.357
You Make My Dreams,Hall & Oates,1981,80,43,0,0.234,0.751,0.501,0.112,0.0467,-12.151,0.0551,167.057,0.902
I Don't Need You,Kenny Rogers,1981,80,44,0,0.116,0.501,0.3,0.0000154,0.219,-14.475,0.0328,135.195,0.309
How 'Bout Us,Champaign,1981,80,45,0,0.514,0.53,0.519,0.000022,0.0751,-11.626,0.0469,73.286,0.5
Hit Me with Your Best Shot,Pat Benatar,1981,80,46,0,0.117,0.741,0.58,0.0000331,0.212,-9.05,0.0304,127.402,0.944
The Breakup Song (They Don't Write 'Em),The Greg Kihn Band,1981,80,47,0,0.0575,0.686,0.441,0.00233,0.186,-14.635,0.0339,145.529,0.768
Time,The Alan Parsons Project,1981,80,48,0,0.272,0.338,0.349,0.0677,0.143,-12.7,0.0264,146.827,0.109
Hungry Heart,Bruce Springsteen,1981,80,49,0,0.0857,0.641,0.894,0.009,0.157,-7.41,0.0273,109.823,0.972
